text,label
Why was I unable to finish this transfer?,35
Is the 1 pound charge I can see an error or an incorrect entry?,34
How old do you need to be to use the banks services?,1
"How long does the ""pending"" period of a transfer take?",48
i dont recognize a charge on my card,16
Why isn't my refund showing up?,51
Top up is not working even though I have my AMEX in apple pay.,2
Why is checking my identity important?,74
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,17
I want to use a payment card to top up my account. How can I do this?,54
I recently bought something abroad but the exchange rate is incorrect. Why?,17
Is there a charge for exchanging foreign currencies?,31
Please tell me why the purchase I made online returned payment. I really wanted this item and I've been trying for 2 weeks.,53
Are you able to make exchanges to EUR?,36
How do a reverse a duplicated charge?,63
Why didn't my payment process,45
I cancelled my card payment,53
"I have used all my PIN tries, what now?",49
"I just noticed that I supposedly made a payment to a seller a while back. The problem is, I don't recognize the seller. There must be a way to see who it is or track the payment. Can you do that, because I don't remember this transaction?",28
I believe my card payment has reverted,53
With my credit card i would like to transfer money.,62
My card did not work at store.,25
"With my new card, how may I activate it?",0
Why did I get declined during a transfer?,27
Will my pin number be sent with my card?,38
How can I investigate a missing refund?,51
How much do you charge for exchange rates?,31
"If someone sends me money, will I be charged?",56
Can it be delivered on a certain date?,12
I was supposed to get a refund but I do not see it on my statement. When is it going to be updated?,51
Why was my atm withdrawl declined,26
What is the delivery time to the US?,12
What's the limit for auto top-up?,4
I don't know what a pending payment is.,45
A payment on my statement is wrong.,16
What is not accepted in order for me to top up my account?,58
Why did it cost money to transfer funds?,64
I need to exchange foreign currency will i be charged?,31
"I'm not happy, I want to close my account.",55
What flat currencies do you support for holding and exchange?,36
How can disposable cards be used?,37
"Hi! A seller that I requested a refund from a long time ago has yet to send the money into my account, even though I keep checking it. Can the seller be contacted by you guys to see what's going on?",51
I'd like to know what you guys look at to decide an exchange rate,32
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives,59
The attempted transfer failed.,35
Will you charge me more if I top up with an international card?,57
I didn't make a payment that shows in my app.,16
How do I find out what countries you service and what countries you do not?,24
Is there a fee for european bank cards?,57
What do I do now that I can't use this card?,14
I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,45
when i travel can it top up automatically,4
"If my card expires next month, will I need to order a new one?",9
The payment on my card shows as pending.,45
My card was stolen. What do I need to do?,41
Do the disposable cards have a transaction limit?,29
I don't know my password anymore.,44
Im not sure if a seller is giving me my money back! I asked them to refund my money for the item but It's been a week now and still nothing has been given back to me. Can you resolve this for me?,51
I know I'm getting a new card but would like know when I can expect to receive it.,11
I tried withdrawing but my cash is not showing up?,75
"I can't be sure, but I think that someone may be using my card.",22
Please delete this account.,55
How do I order a replacement for stolen card?,22
I tried to get gas but my money was gone!,62
I have a top up card. Where is the verification code?,71
The transfer was accepted but now it's stuck on pending. When will it go through?,48
Where are my funds? I topped off my car but it didn't seem to complete.,47
Please tell me how the exchange rate is determined. I was expecting more money for the transaction.,76
stop the transaction,8
What can I expect if I use bank transfer to top up my account?,65
Can you tell me why I was charged $1 for a transaction?,34
I was charged a fee for withdrawing cash.,19
Can I use a check to top up?,58
Please provide currency exchange rates,31
Why did you charge a fee when I withdrew from an ATM?,19
I don't have a virtual card - how do I get one?,40
I haven't been sent my new pin!,38
Why are there fees for using a card?,15
I don't need to transfer anymore and I want to cancel it.,8
How do I modify my account details?,30
Why was I charged twice for my item!,63
Can I be charged for exchanging foreign currency?,31
What do I do if my disposable virtual card doesn't work?,72
I made a cash withdraw and it shows up as pending why is that?,46
"I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?",64
Why wont the ATM give me cash?,26
Hello. Can you help figure out why the recent transfer from my UK bank account isn't showing up?,5
How do I change my last name?,30
Can my PIN changed remotely without visiting a bank?,21
My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue,63
How can I replace an expired card?,9
I withdrew some cash and the exchange rate seems to be wrong.,76
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,75
Why is my PIN blocked?,49
What is the refund process?,52
where do I top up my google pay?,2
Why is there an uknown charge showing on my account?,16
"My card info was stolen, what do I do?",22
How many times can I auto top-up?,4
Why is there a fee associated with card use?,15
How does a disposable virtual card work?,37
How do I fix a transaction to the wrong account?,8
Please give me both a visa and a mastercard.,73
Are there limits to businesses that will accept this card?,10
Someone used my card without my permission.,22
"Hello, I'm a brand new customer and tried topping up for the first time today. It has been pending for half an hour and doesn't seem to be working. Please resolve this.",47
Are there any specific cash machines that I have to go to in order to change my PIN?,21
What forms of ID do you need for identity verification?,69
"When I top-up, the app reverts it.",61
Why did you charge me extra?,34
A couple weeks ago there was a debit taken from my account from a transaction I don't recall. Is it possible to trace this transaction to make sure I'm not being scammed?,28
Why hasn't my payment gone through yet?,45
What is the charge to make a transfer,56
How do I return something for a full refund?,52
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,46
Where'd the rest of my cash go from the ATM,75
I don't have the device I used to log onto the platform so I can't access it.,42
I have a transaction showing multiple times.,63
Are there any limit on the auto top-up?,4
Did  my transfer fail?,35
I am not satisfied with your service.  Close my account.,55
Can you change the rate for the item I bought in a different currency as it is wrong?,17
do i need to wait for my card before i get pin,38
I have been waiting for my top-up to complete and it still hasn't gone through.,47
I did a transfer.  What is the extra fee?,64
Mastercard is preferred to me.,73
It shows that the transfer on my account wasn't allowed.,7
My phone is at the hotel.  How can I use the app?,42
I was supposed to get a refund but I do not see it.,51
My money disappeared! Please help??,61
Why do you have the identity check,74
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,8
I need to move money to another beneficiary. Why is it not working?,7
"I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make.",46
who can put money in my account?,70
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,75
Can you tell me the countries you operate in?,24
What is taking so long with my refund?,51
How long will this transfer from europe take?,67
Is it possible for a person who lives in the US to get a card?,24
"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",48
I would like to return my purchases,52
Please help.  There is a payment in the app that isn't mine.,16
"On the card that is coming, what's the tracking info?",11
what is the status of my refund,51
"I would like to close my account, as I'm not happy.",55
Is there a fee for currency exchange?,31
How many payments can I make using a virtual card?,29
I want to know why my top-up was reverted,61
Is my card frozen?,14
I lost my passcode.,44
€1 was in my statement as an extra fee.,34
How to exchange my currency,33
I need to find the card I received in the app.,13
how come my transfer declined,27
How do i verify my card?,71
How many transactions can I do with a disposable card?,29
Why is my withdrawal from the ATM still showing as pending?,46
My contactless payments don't work.,23
"Some cash was withdrawn in the app, but I did not do it.",20
Can I get a new pin number at any ATM using my card?,21
How do I deactivate my account?,55
Why can't I get cash out?,26
Why is my card being declined when I try to do a top-up? How can this be immediately resolved?,59
Which establishments will accept my card?,10
Why was I charged a fee to transfer money?,64
Do you have support for flat currencies?,36
I believe my card has been compromised because of a strange withdrawal,20
How long will the $1 charge show as pending?,34
What do I do if I can't prove my identity?,68
The purchase I made is still pending.,45
There is unexpected money in my account.,20
The app says my transfer failed,35
"I requested a refund from a merchant several days ago, but don't see anything showing up in my account yet.  Can you check on your end to see if the money has reached you guys?",51
The top-up is broken.,47
How will I receive my PIN?,38
I want to use cash to top up.,58
My foreign currency exchange has been applied incorrectly.,17
Can I choose my card scheme?,73
"My card has an issue, the payment has been deferred.",53
I wish to be able to top up with cash.,58
"lost card found, want to put it back in app",13
Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.,35
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",67
"I've used my account frequently over the last month to manage my payments from abroad for my new place. I noticed that my fees have suddenly increased. As a frequent customer, shouldn't I be rewarded rather than suddenly being subject to a new fee?",64
"I received my card, how do I get it to show in the app?",13
Could you tell me the fiat currencies that you work with?,36
Your ATM pin can be changed at any VISA or MasterCard ATM with PIN services. Certain countries don't support ATM pin changes.,21
I can't verify identity through the app.,68
i need to know about exchange rates,32
My card is expiring so how fast can I get a new one and how much will it be?,9
"I seem to have a problem here, I bought something about a 2 weeks ago and just now received the payment back into my account and I've already received the item. Can you tell me what is going on here?",53
How long does a check take to show up in the account balance?,6
am i able to receive my salary this way?,50
What do you do with all the identity information you're collecting from me?,74
I did not make a direct debit payment as listed on my app,28
I need to cancel a transaction please!,8
I do not think the pop up went through yet.,47
My card was working but now it doesn't.,14
What is identity check?,74
what cards can i use to add money to my account,54
I want to find out what happened to my new card?,11
I did a transfer and was charged a fee that should not have been charged!,64
what is the leadtime for a new card to show up in the mail?,12
How do I go about getting a virtual card?,40
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,63
When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?,14
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,28
Help! I need to transfer something to China.,67
What is the reason I couldn't do a transfer to a beneficiary?,7
How can I top up with Apple Pay?,2
Can I make a withdraw in my home currency at an ATM? I'm on vacation and am a bit worried because I don't have cash with me. Is it possible to withdraw here without any additional costs or fees?,76
Why have I not received a virtual card yet?,40
How do I report a cash withdrawal that wasn't me?,20
How can you assist me on topping up on bank transfers to my account?,65
I transferred some money but it hasn't arrived.,66
I've lost my card. What can I do about that?,41
Help! When will the card arrive at my home?,12
can i use my mastercard to add money to my account,54
Do I need to order a new card before it expires?,9
When will my transfer finish pending?,48
How many transactions can I do with my disposable card?,29
Please verify my top-up card,71
I recently bought an item using my card and I was charged an extra fee why is this?,15
I transferred money but the recipient does not see the funds in their account?,66
"I need an accurate exchange rate, when I make my withdrawals.",76
You have declined my  payment.,25
I transferred money but the balance hasn't changed.,5
How do I top-up automatically?,4
Is there an extra fee to exchange currencies?,31
why isnt my cash withdrawal showing,46
I can't get a contactless payment to work.,23
What do I do if someone used my card without my permission?,22
"There are a few transaction that I don't recognize, I think someone managed to get my card details and use it.
",22
Why is my payment still pending?,45
Which credit card top-ups do you accept?,54
How can I prove the source of my funds?,70
How can I get my money that I didn't get from the ATM?,75
Reverted top up,61
Is the EUR accepted for exchanges?,36
What's the process to receive a second card?,39
I am not sure but someone else might be using my card,22
"Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour.  If this verification has in fact, failed, double-check to make sure that your images are clear.  Also make sure that your document photos have no blur or glare. They need to be readable.  You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account.",68
What do I need to do to link my new card for my account?,13
What limits are the to top-ups?,60
Is there a top-up limit?,60
"I want to add money to my card, what payments do you accept?",54
Says that my top-up is incomplete?,47
What forms of ID work for verification?,69
How can I fix my contactless?,23
How do I switch to a different currency?,33
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,17
What do you charge to top up US cards?,57
"I tried to withdraw $100, all it gave me was $20.",75
"Can Google Pay be used for top up, please help?",2
"Hi, I tried to top up my card today and it did not work. I have tried it in the past and it worked just fine but it won't do it anymore. Can you help me out?",59
I was charged an extra pound.,34
How do i activate my card,0
Would I be charged any fees if I added money to my account using an international card?,57
I sent a cheque a few days ago and i noticed that no money has been put on my account. Can you please tell me the situation of my account?,6
What do I do if my payment was reverted?,53
Can you tell me why I can't make any transactions?,14
How can I know where my card will be accepted?,10
I got a message that my transfer was declined.,27
Is there any fees associated with receiving money with this account?,56
I just moved. How do I give you my new address?,30
What fiat currencies do you support?,36
Can you track my card for me?,11
How long does it take for money to transfer?,5
My top up has failed,59
What are the steps I need to do if I have a stolen card?,41
An extra fee of €1 was in my statement,34
I tried to get cash in the ATM but it was not approved,26
How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,5
I bough an item and the exchange rate was incorrect.,17
How many disposable cards am I allowed to have?,29
How can I solve my issue with holding multiple currencies?,36
How long will my transaction take?,66
Are there any restrictions on the disposable cards?,29
What if I need my salary in another currency?,50
A duplicated payment was made for something.,63
What's the tracking on the card you sent?,11
My address details have changed and I want to update them,30
I'm supposed to have a refund but it isn't there,51
What are the steps for  making a transfer for topping up?,65
Are cards available in the EU?,24
Will be Apple Watch be able to let me top up?,2
What fiduciary currencies are supported for tenure and exchange?,36
Will the transfer show up in my account soon?,67
Why was there an extra charge with the withdrawal of my money?,19
Where do I order a virtual card?,40
"I need a refund and cancel a transaction on an item I purchased and i need it as soon as possible, please!",52
I need to reset my passcode. Where do I go to do that?,44
When will I get a virtual card? I haven't gotten one yet,40
Will my employer be able to pay me with this service,50
Why is my cash withdrawal still showing as pending?,46
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,17
I am waiting for a payment to be processed,45
"If I order a new card, how much will it be and how long will it take me to get it?",9
Can I convert currency with the app?,33
What's my pin number?,38
Why hasn't my card payment cleared yet?,45
Is my new card activated?,0
can i use both visa and mastercard,73
"My details need to be changed, how can I do so?",30
Why am I being charged for getting cash?,19
Why am I not allowed to verify my id?,68
Tell me about verifying top-up,71
Which currencies do you accept for adding money?,54
I can't remember my passcode.,44
There is a payment that I was charged two times for.,63
I was charged twice for the same thing.,63
I do not want a VISA card.,73
Help my prove my identity.,68
Why haven't I seen the cash from the cheque I deposited yet?,6
I made a transaction to the wrong account!,8
"I have a transfer from the US, How long is the wait?",67
"For the identity check, do I need any kind of documentation?",69
An ATM machine didn't give me back my card.,18
I didnt get the correct exchange rate for getting cash,76
How much are you going to charge me if I top up my US card?,57
I have a transfer that was approved that I'm urgently waiting for. How long am I supposed to wait for it?,48
I see an unfamiliar Direct Debit payment.,28
Where is the top-up verification code?,71
Help my find the verification code on a top-up.,71
"In my app, a direct debit payment that I didn't do shows up.",28
I forgot what my pin number is and now am blocked can you help me get in?,49
Explain why a card payment would be cancelled?,53
I need to know where I can withdraw money.,3
Can I use my card wherever I want?,10
Can you help me get a disposable virtual card?,37
Help!  The app says I took out cash but I didn't!,20
Why aren't my payment funds available to me?,45
Why can't I transfer to another account?,7
What is the extra fee that was added when I used the card?,15
What currencies do you accept for adding money to my account?,54
Is there a way to recover my password?,44
How do I get my card PIN?,38
I don't understand why my payment was declined. I thought everything was ok.,25
I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.,35
"I was charged twice, when I didn't purchase anything twice.",63
I tried to do a transfer and it's saying it declined.,27
There are two of the same charge on my statement.,63
"I'm waiting for a money transfer to show, still.",48
Why is my card being declined at the ATM? I have tried multiple ATMs and i keep running into the same problem. Could you verify that everything is okay with my account?,26
Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?,22
I am looking to transfer some money from my other bank account into this one.,65
"Hey a seller just contacted me that my money didn't come through. It was definitely deducted from my account, but now it appears it's back with me! Sort this out asap please.",53
What am I going to need in order to activate my card?,0
I need my virtual card,40
I'm noticing a payment/purchase at a company that I don't recognise.,16
Can I activate my card with the app?,0
Why did my credit card get declined for top up?,59
It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money.,20
Tell me why my topup wouldn't go through?,59
I need clarity on why my card is not working.,14
My beneficiary is unable to transact,7
What is the current exchange fee?,31
Transfer could not be completed due to being declined.,27
Is there a fee to get an actual card?,43
The terminal I paid at wouldn't take my card. Is something wrong?,23
I got a cheque that I want to top up with?,58
Why am I being charged a hidden fee?,15
"I made a bank transfer earlier from my UK account.  I don't see it yet, can you check the status?",5
"My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take?",48
Is it possible to transfer money to my credit card?,62
Why doesn't it work when I use American Express to try to add money to my account?,54
I am still awaiting the money I put into my account this morning.,6
When can I use money sent to my account?,67
Explain pending transactions.,46
Is there a way to view the history on where my funds came from?,70
Why do some of my payments have fees?  I don't understand.,15
Why does a top- up need to be verify?,71
How do I authenticate my top-up?,71
Where should I look for my PIN number at?,38
"Why are all my transfers failing?  I have the details right and they won't complete.  I've been trying all day and they still won't go through, this is URGENT, please help.",27
Do you do business in the EU?,24
Is a SWIFT transfer acceptable?,56
Can you give me the restrictions of the disposable cards?,29
I'm in China and really need a new card.,9
"Transferred to account is not successful, help please?",5
"Would you be able to offer me a discount, since I need to exchange currencies frequently?",31
I would like my card activated.,0
Is there a maximum for top-ups?,60
Why is my transfer not showing,5
I found a transfer fee - is that correct?,64
"Money was taken out without my consent,",20
Where can I find the auto-top up feature?,4
My transaction is on the wrong account.,8
Problem verifying my account,68
Can you lookup my password?,44
I think my card payment has been reverted,53
Can I exchange currencies with the app?,33
Can I change my PIN if I want to?,21
I am here to change my adress.,30
I was recently charged for withdrawing money from my bank ATM. How can that be possible when I haven't been charged for using it before?,19
i didnt do this charge,16
How do I delete my account now,55
"Hi, I was looking over my card receipts for the past week and I realize I had a charge put through two times for the same single restaurant visit. Can one of the charges be removed so that I can get the money back that was mistakenly taken from my account?",63
Can I set up to my account to automatically top up?,4
The app doesn't think it's me.,68
"stolen phone, what should i do",42
I would like to know if you use Visa or Mastercard.,73
what is my monthly spending limit because i was refused my money at an atm,26
Why would my transfer result in a decline message?,27
What's the time frame on EU transfers? I purchased something a couple of days ago but the seller hasn't received my payment.,48
Why am I unable verify my id?,68
Why wasn't my bank balance updated?,5
How can I transfer money using my credit card?,62
Was my transaction reverted with my card?,53
I was refunded the money for something I bought already.,53
Why is there an extra fee charged?,34
"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",27
Is there a fee to add money to an international card?,57
How long do I have to wait for a US transfer?,67
"My new card just arrived, how can I activate it?",0
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",41
Is it possible to cancel my transfer?,8
I have an incorrect charge and would like a refund.,52
There is a direct debit charge on my account that is not mine.,28
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",15
How can I dispute a direct debit charge on my account?,28
How do I exchange currencies with this,33
the exchange rate is wrong from something I got in another country,17
I did not do this payment,16
Is my PIN sent separably?,38
Why is my cash withdrawal still pending?,46
Can you let me know why my cash withdrawal is still pending?,46
I have a new card. How do i top it up?,62
"who do I talk to, to cancel a transfer?",8
When can I expect delivery?,12
I transferred some money a couple days ago but haven't received it yet. How long should I expect to wait?,5
My transfer was declined. What might the reason be?,27
It declined my transfer.,27
How long will it take my card to get here?,12
Will I be charged for a cash withdrawal?,19
How do I stop fraud to my account?,22
Are there any restrictions to where I can use my card?,10
i don't see the top-up verification code anywhere,71
Help! I need to cancel a transaction.,8
There's a cash withdrawal I am certain I did not make,20
"My transfer was wrong, are you able to stop it before it goes through please?",8
I do not feel comfortable verifying my identity.,74
"help, lost my card",41
Delete my account now please.,55
"My PIN is unlocked, what do I do?",49
Can I get some help to get me card activated?,0
Is there a limit to my top-up?,60
How do I delete an account?,55
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this?,34
Why do you need me to verify who I am?,74
Am I gonna be charged for sending out more cards?,39
"If I want to send out more cards, do you charge extra for that?",39
Can I have my account add money automatically in certain intervals?,4
Please verify my source of funds.,70
My beneficiary is not allowed?  Why?,7
Need a new passcode.,44
Do you accept US credit cards?,54
How long does it take to show a deposit I made to my balance?,6
"Hello, can you please inform me about international transfers? I am expecting a transfer I made from France two days ago and would like to know when it will arrive.",5
My cheque deposit didn't seem to work.,6
Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account?,42
Can you assist me in acquiring a virtual card?,40
How do I access the virtual card?,40
want to know how to get virtual card,40
My card hasn't arrived yet. What do I do?,11
What are the currencies that are accepted to add money?,54
My attempted transfer keeps kicking back with an error message.  Could you please help me to resolve this?,7
My exchange rate is wrong when I get cash.,76
Do you have charges now when you pay with a card?,15
How can get a Visa card?,73
Why is it taking so long for my pending transaction to post as cleared?,48
"I've been waiting for 3 days, why is my withdrawal still pending?",46
do i have to talk to someone to close an account or can i in the app,55
"that fee should not be there, you charged my cash for an unnecessary thing.",19
"I need to make a purchase online, where is my virtual card?",40
I need to terminate my account immediately.,55
Why did I get charged a fee for my transfer?,64
How do I perform identity checks?,69
I need to check status as my friend hasn't got money I sent.,66
When do I get my card PIN?,38
Why did I not get my refund yet?,51
What is the estimated time on an urgent transfer from China?,67
Why isn't my pending transfer finished?,48
How can I convert currencies?,33
Are there any fees associated with receiving money?,56
The recipient can not locate funds.,66
I am unable to access my app due to forgetting my passcode.,44
My password doesn't work.,44
Why was my payment declined? I keep trying my card but it's not working.,25
Can I transfer money using a different currency?,50
Why was I charged a higher exchange rate when I bought something abroad?,17
Where am I able to get my PIN unblocked?,49
What should I do after I've moved and need to update my personal details?,30
Is there a top up fee for transfer?,56
Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,9
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,61
What is the limit on disposable cards?,29
How do I know when my new card is going to arrive?,11
My account is blocked because I entered the wrong pin too many times.  Help me unblock.,49
Are you aware of any charges for receiving money?,56
I have a duplicate payment on my card.,63
How old can one use your service?,1
I need to find out why my pending payment hasn't gone through.,45
Tell me why there is an extra charge when I used an ATM?,19
What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym?,72
I happened to forget my password,44
I am not receiving the correct exchange rate on my card.,17
why have i not got my new card?,11
Can you help me reset my passcode? I forgot it.,44
I'm interested in learning more about disposable virtual cards.,37
"In the exchange and holding, what fiat is allowed?",36
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",66
I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?,26
When I was abroad the exchange rate for me was wrong.,76
I wish to top up using a cheque.,58
Do I have a say when it's delivered?,12
Online banking is not showing my cheque or cash deposit so the balance is incorrect.,6
This stupid system is not letting me prove my identity.,68
How old do I need to be?,1
Help me unblock my account.  I entered the PIN wrong too many times.,49
Why do you need to know so much about me for my account?,74
I use this card all the time so why did it get declined at the store today?,25
Tell me why there is a charge on my cash withdrawl.,19
Do you offer a discount for those who perform frequent currency exchanges?,31
Why is my payment declined? It looked like everything worked ok and my account was fine.,25
I am seeing in the App a payment that its not mine,16
Has my top up gone through?,47
My latest payment was declined! What happened! I was told everything had been resolved and was back to working order again.,25
How do I link one of your card that I already have?,13
Please help me with my card.  It won't activate.,0
Why did my payment fail?,25
"In a month, my card will reach its expiration date, am I required to request the next card?",9
Help me cancel a transfer.,8
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,75
There is a top up that has been pending for an hour and I don't know why.  I was expecting it immediately and need it now!,47
Can I withdraw from any ATM?,3
I have a confusing payment appear on my statement and I don't recognise it!,16
I want to top up my account with a cheque,58
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",66
Where is the money that I transferred.,5
after going over my transactions for the last couple of months I noticed a pretty large charge that I know I did not make. I know it's been a while but can I still dispute this charge?,28
How do I check to see why my card payment was declined?,25
where can I see who sent me funds,70
"I want to reactivate my card, I thought I had lost it but I found it.",13
What would cause a transfer failure?,35
"If I top up by transfer, am I going to be charged?",56
Why is there an additional fee showing on the statement I received?,34
"Hello, I tried to top up with my card, but it didn't work. I just got it a couple days before and it works fine. What's the deal? Can you check into this?",59
"I lost my card and need a new one, will it cost me?",39
My card doesn't seem to work anymore,14
I couldn't pay with card in a shop,25
I bought something online and it says there was a fee to transfer money. Isn't that free?,64
Can I use my card while on vacation overseas?,10
Why cant I send money to a beneficiary?,7
Is verifying my identify important?,74
Are cards available to those outside of the UK?,24
I want to take some funds from my other bank account and add them to this one.,65
What do I do about my expired card?,9
"Suddenly, my card won't work.",14
What happens with the duplicate charge in my account?,63
I got charged twice with a duplicate card. How do I resolve this?,63
why and how soon do I have to have proof of identity to you?,74
I attemped a transfer and it didn't go through.,35
I see a direct debit charge that I did not approve,28
how long are my top ups pending,47
I am looking for my top-up verification code and cannot find it.,71
Can I get a card that works in other countries like Africa and Indonesia?,24
Help me change my PIN.,21
Do top-up limits exist?,60
Tell me how to top up my account using bank transfer.,65
A payment shows up on the app that I never made.,16
I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong?,7
"While abroad, I got cash, and the exchange rate applied is wrong.",76
You did not give me the correct exchange rate for an item that I bought.,17
The ATM only gave me 10 pounds when I withdrew 30. What do I do?,75
Is there a problem with my account? When I tried to withdraw cash at an ATM I was denied.,26
My ATM withdrawal is taking forever,46
I can't see all the refunds in my statement,51
Can I have a supplementary card?,39
I am not able to see the card PIN anywhere?,38
The store card reader would not accept my card.,25
I was charged multiple times at the same location at the same time,63
Can you close my account please?,55
I'm panicking!  I lost my card!  Help!,41
What do I have to do to get the contactless to work?,23
Why is the top-up I made still pending.,47
"There is an unexplained $1 charge on my statement, can you please explain this to me?",34
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,66
I need a Visa card,73
"My card expires soon, will you send me one automatically?",9
"I am seeing unathorized transactions in the app, on my account.",20
I need several cards per day. And I need to be able to throw away all of the cards I make.,29
Do you have to be in the UK to get a card?,24
The wrong account was used during a transaction.,8
Someone else accessed my account and made a payment.,16
Is my card lost? I am still waiting for it to be delivered.,11
Is there a tracking number for the card you sent me?,11
I've just got married and want to change my name.,30
Why was there a transfer fee on my account?,64
What other currencies are available to change to?,33
Do you have an age requirement when opening an account with your service?,1
Can I exchange from USD to GBP?,33
There is a payment in the app that I did not approve,16
How do I contact customer support about my declined transfer?,27
"After I attempted a transfer, it failed.",35
My card was rejected,25
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,28
I purchased something overseas and the incorrect exchange rate was applied.,17
"My card has been pending for a while, what should I do?",45
How long does it typically take to make a transfer from a UK bank? I just made one and it hasn't shown up in my account yet.,5
Can you tell me your exchange rates?,32
I topped up but it isn't in my account,47
Will I get a visa or Mastercard?,73
The rate applied to my purchase in a foreign currency was wrong.,17
I need to know where my funds come from.,70
How can I receive verification for the source of my funds?,70
Are you only able to get a card if you're in the UK?,24
Can I have it by a certain date?,12
how can i add money to my account if you don't accept cash,58
Hello I changed my mind and really need a refund on one of things I bought recently. Can you please cancel the transaction and get me my money back. Pls it's urgent,52
My ATM withdrawal was cancelled,26
My refund is not here yet,51
What does it mean when a cash withdrawal is pending?,46
What cash stations take this card?,3
There's a payment with my card that I didn't perform. I don't know that name shown.,16
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,75
my transfer isn't there,5
The exchange rate for case abroad is applied wrong.,76
Can you please tell me where my card is? I ordered it 2 weeks ago!,11
Help! I think someone has made a cash withdrawal with my card!,20
I entered my pin wrong  too many times.,49
I wanna revert a transaction i did this morning.,8
What different currencies can I get?,33
How do the foreign exchange rates work?,32
"I've been waiting since Friday, where is my money?",66
There is a cash withdrawal from an ATM listed but I don't remember making this withdrawal.,20
How much does each transfer cost?,56
"My payment has been declined!! What's going on, I thought everything was alright and working well?",25
I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times?,35
Can I tell if my top off didn't work?  It doesn't seem to have.,59
The money disappeared when I tried to use my card to top up.,62
There is a cash withdrawal on my statement that I don't recognize,20
"It's declining my transfers. Normally this works, but my card is being declined now and I've tried more than once.",27
Why can I not make a transfer?,35
"How long do EU transfers actually take? I recently bought something online a few days ago, sent the money immediately online but the seller says it's still not there yet.",48
What is the length of time for one of these items to come to the U.S?,12
Can I deposit money using Apple Pay?,2
There was an extra fee when I was at the ATM.  Why?,19
Is there a tracking number for the card?,11
Why have I been charged more than once for the same transaction?,63
